nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;coords
Banque Populaire;17807;Banque Populaire Occitane;00820;AIGUILLON;25, rue Thiers;44.300971,0.338047
Banque Populaire;16607;Banque Populaire du Sud;00416;AG GIGNAC BDP;3, BOULEVARD DE L'ESPLANADE;43.653036,3.552923
Banque Populaire;17807;Banque Populaire Occitane;00825;VILLENEUVE SUR LOT RIVE GAUCHE;25, bd Voltaire;44.404169,0.699464
Banque Populaire;16607;Banque Populaire du Sud;00368;PERPIGNAN FONCTION PUBLIQUE;35, bd Saint Assiscle;42.695086,2.878642
Banque Populaire;16607;Banque Populaire du Sud;00419;AG PERPIGNAN BDP;1, place Bardou Job;42.698846,2.890618
Banque Populaire;16607;Banque Populaire du Sud;00423;AG PEROLS BDP;9, ALLÉE JACQUES BREL;43.562701,3.951711
Banque Populaire;16607;Banque Populaire du Sud;00425;AG SAINT GELY DU FESC BDP;35, RUE DES LAVANDINS;43.695891,3.806828
Banque Populaire;17807;Banque Populaire Occitane;00834;MARTEL;Pl Gambetta;44.937516,1.608076
Banque Populaire;17807;Banque Populaire Occitane;00840;CASTELNAU MONTRATIER;15, pl Gambetta;44.268083,1.353176
Banque Populaire;17807;Banque Populaire Occitane;00842;VILLEREAL;2, rue Roger Bissière;44.636846,0.742745
Banque Populaire;16607;Banque Populaire du Sud;00431;AG SAINT JEAN DE VEDAS BDP;1, RUE FON DE L HOSPITAL;43.577998,3.831133
Banque Populaire;10107;BRED-Banque Populaire;00465;LISIEUX;15, ave Victor Hugo;49.145284,0.227621
Banque Populaire;10107;BRED-Banque Populaire;00467;VIRE;6, rue Deslongrais;48.838161,-0.889333
Banque Populaire;17807;Banque Populaire Occitane;00843;BOE;1800, ave Jean Nogues;44.183771,0.6673
Banque Populaire;17807;Banque Populaire Occitane;00860;VILLENEUVE SUR LOT CENTRE AFFAIRES;18, bd Palissy;44.40845,0.70832
Banque Populaire;16607;Banque Populaire du Sud;00432;AG BAILLARGUES BDP;PARC LE BALIUS;43.659219,4.009135
Banque Populaire;16607;Banque Populaire du Sud;00433;AG NIMES BDP;44, BOULEVARD VICTOR HUGO;43.837448,4.356092
Banque Populaire;13807;Banque Populaire Grand Ouest;10937;PORT EN BESSIN CM;12, ave de Gaulle;49.344609,-0.752726
Banque Populaire;13807;Banque Populaire Grand Ouest;10935;GRANDCAMP MAISY CM;9, quai Chéron;49.38791,-1.046683
Banque Populaire;17807;Banque Populaire Occitane;01505;ARREAU;1, pl de l'Eglise;42.903398,0.360502
Banque Populaire;16607;Banque Populaire du Sud;00441;AG MONTPELLIER SAINT MARTIN BDP;117, AVENUE DE PALAVAS;43.591136,3.890248
Banque Populaire;16607;Banque Populaire du Sud;00445;AG FLORENSAC BDP;31, AVENUE JEAN JAURES;43.383916,3.464305
Banque Populaire;16607;Banque Populaire du Sud;00448;AG PEZENAS BDP;5, PLACE DE LA REPUBLIQUE;43.459824,3.42314
Banque Populaire;16607;Banque Populaire du Sud;00449;AG BEZIERS BDP;30, PLACE JEAN JAURES;43.342017,3.216381
Banque Populaire;13807;Banque Populaire Grand Ouest;10918;MORLAIX CM;14, rue Carnot;48.577031,-3.827667
Banque Populaire;10107;BRED-Banque Populaire;00601;PARIS TRUDAINE;52, rue des Martyrs;48.879661,2.340235
Banque Populaire;10107;BRED-Banque Populaire;00602;PACY SUR EURE;73, rue Isambard;49.014108,1.380386
Banque Populaire;17807;Banque Populaire Occitane;03016;PUYLAURENS;3, ave de Castres;43.571357,2.013653
Banque Populaire;17807;Banque Populaire Occitane;03702;MAUBOURGUET;93, pl de la Libération;43.468569,0.034714
Banque Populaire;16607;Banque Populaire du Sud;00453;AG PUISSERGUIER BDP;3, BOULEVARD VICTOR HUGO;43.368544,3.040634
Banque Populaire;16607;Banque Populaire du Sud;00454;AG LE CAP D'AGDE BDP;21, AVENUE SERGENTS;43.285613,3.512755
Banque Populaire;10107;BRED-Banque Populaire;00610;BOIS COLOMBES BOURGUIGNONS;139, rue des Bourguignons;48.918663,2.28
Banque Populaire;17807;Banque Populaire Occitane;11002;VIC FEZENSAC;8-10, cours Albert Delucq;43.758197,0.301637
Banque Populaire;16607;Banque Populaire du Sud;00459;AG AUBENAS BM;BOULEVARD GAMBETTA;44.619608,4.390647
Banque Populaire;16607;Banque Populaire du Sud;00460;AG LE TEIL BM;PLACE PIERRE SEMARD;44.552122,4.684793
Banque Populaire;16607;Banque Populaire du Sud;00461;AG VALS LES BAINS BM;90, RUE JEAN JAURES;44.661948,4.366456
Banque Populaire;10107;BRED-Banque Populaire;00640;DAMMARTIN EN GOELE;Rue du Général de Gaulle;49.053902,2.67798
Banque Populaire;10107;BRED-Banque Populaire;00642;CAEN BEAULIEU;Le Parc Pompidou;49.182285,-0.403421
Banque Populaire;18707;Banque Populaire Val de France;00698;Tours agence Profession Liberale;7, Place Jean Jaurès;47.389672,0.688568
Banque Populaire;16607;Banque Populaire du Sud;00466;AG LORIOL BM;PLACE DE L'EGLISE;44.752061,4.822904
Banque Populaire;10107;BRED-Banque Populaire;00651;PARIS ST FARGEAU;136, ave Gambetta;48.868956,2.393052
Banque Populaire;16607;Banque Populaire du Sud;00475;MARSEILLE CMM;166, quai du Port;43.295867,5.366834
Banque Populaire;16607;Banque Populaire du Sud;00476;MEZE CMM;2, bd Paul Valéry;43.424481,3.601688
Banque Populaire;10107;BRED-Banque Populaire;00653;ASNIERES SUR SEINE G PERI;105, bd Voltaire;48.916304,2.289645
Banque Populaire;10107;BRED-Banque Populaire;00658;DOUVRES LA DELIVRANDE;6, ave de la Basilique;49.296849,-0.373466
Banque Populaire;18707;Banque Populaire Val de France;00004;CHATEAUDUN;18, rue Jean Moulin;48.071255,1.329454
Banque Populaire;16607;Banque Populaire du Sud;00477;MARTIGUES CMM;18, ave Frédéric Mistral;43.401745,5.057871
Banque Populaire;18707;Banque Populaire Val de France;00009;TRAPPES;1, ave Jean Jaurès;48.776673,2.003296
Banque Populaire;10107;BRED-Banque Populaire;00683;MONTREUIL MAIRIE;24, bd Paul Vaillant Couturier;48.86468,2.442981
Banque Populaire;10107;BRED-Banque Populaire;00704;OUISTREHAM;6, rue de Lion - 2, rue Pasteur;49.287081,-0.269378
Banque Populaire;10107;BRED-Banque Populaire;00706;LA GARENNE COLOMBES VOLTAIRE;10, rue Voltaire;48.907848,2.247421
Banque Populaire;18707;Banque Populaire Val de France;00013;HOUDAN;1, rue d'Epernon;48.789171,1.601843
Banque Populaire;13807;Banque Populaire Grand Ouest;00720;RENNES OCTROI;122, rue de Fougères;48.121579,-1.662891
Banque Populaire;10107;BRED-Banque Populaire;00708;PARIS WAGRAM;74, rue Jouffroy d'Abbans;48.884119,2.30507
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00004;MODANE;7, rue de la République;45.19248,6.655335
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00011;ARAVIS LA CLUSAZ;331, rte des Grandes Alpes;45.905979,6.426728
Banque Populaire;10107;BRED-Banque Populaire;00735;LE MESNIL ESNARD;70, rte de Paris;49.410357,1.141852
Banque Populaire;10107;BRED-Banque Populaire;00736;HEROUVILLE SAINT CLAIR;2, ave Garbsen;49.213492,-0.342836
Banque Populaire;18707;Banque Populaire Val de France;00026;ST CYR L'ECOLE;31/35, rue Gabriel Peri;48.80107,2.062722
Banque Populaire;13807;Banque Populaire Grand Ouest;00615;VALOGNES;1, bd Leclerc;49.509213,-1.470134
Banque Populaire;13807;Banque Populaire Grand Ouest;00614;CHERBOURG TOURLAVILLE;10, rue des Herbages;49.637723,-1.577397
Banque Populaire;18707;Banque Populaire Val de France;00036;RUEIL MALMAISON MONTBRISON;88, ave du 18 Juin 1940;48.867595,2.196557
Banque Populaire;18707;Banque Populaire Val de France;00037;ANET;18, rue Diane de Poitiers;48.857059,1.438653
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00024;PORTES DU SOLEIL AVORIAZ;221, Promenade du Festival;46.192094,6.775758
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00025;TANINGES;8, ave de la Glière;46.107009,6.59035
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00026;PORTES DU SOLEIL MORZINE;50, pl de l'office de Tourisme;46.181574,6.704566
Banque Populaire;13807;Banque Populaire Grand Ouest;00763;ERNEE;39, pl Renault Morlière;48.296973,-0.938695
Banque Populaire;10107;BRED-Banque Populaire;00808;ST AUBIN SUR SCIE DIEPPE;1395, ave de la Maison Blanche;49.896933,1.077321
Banque Populaire;10107;BRED-Banque Populaire;00843;MONTREUIL PORTE DE MONTREUIL;261, rue de Paris;48.854579,2.417068
Banque Populaire;18707;Banque Populaire Val de France;00042;BOUGIVAL;45, rue du Général Leclerc;48.86498,2.139362
Banque Populaire;18707;Banque Populaire Val de France;00043;ST REMY LES CHEVREUSE;19, pl du 14 Juillet;48.706044,2.071875
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00033;MARIGNIER;47, ave des 2 Gares;46.089543,6.508155
Banque Populaire;10107;BRED-Banque Populaire;00394;VAL DE REUIL;1, route de Falaise;49.274009,1.218754
Banque Populaire;18707;Banque Populaire Val de France;00045;MONTIGNY LE BRETONNEUX KESSEL;117, ave Joseph Kessel;48.768205,2.052372
Banque Populaire;18707;Banque Populaire Val de France;00046;LES ULIS;124, ave des Champs Lasniers;48.684148,2.170113
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00035;THONON LES BAINS;4, square Aristide Briand;46.371641,6.47888
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00036;EVIAN LES BAINS;61, rue Nationale;46.400378,6.588865
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00038;CHATEL;196, rte de Vonnes;46.265447,6.84164
Banque Populaire;13807;Banque Populaire Grand Ouest;00776;L'AIGLE;17, pl Boislandry;48.764303,0.62547
Banque Populaire;13807;Banque Populaire Grand Ouest;00744;LE MANS CENTRE;40, ave du Général de Gaulle;48.004217,0.199431
Banque Populaire;18707;Banque Populaire Val de France;00048;IGNY;12, rue Gabriel Péri;48.743227,2.226241
Banque Populaire;18707;Banque Populaire Val de France;00049;MEUDON;35, rue de la République;48.808107,2.23613
Banque Populaire;18707;Banque Populaire Val de France;00050;MAGNY LES HAMEAUX;4, rue Van Gogh;48.724894,2.083924
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00042;FAUCIGNY BONNEVILLE;81, pl Emile Favre;46.07799,6.409418
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00043;PAYS ROCHOIS REIGNIER;326, Grande Rue;46.13616,6.26884
Banque Populaire;13807;Banque Populaire Grand Ouest;00742;LA FERTE BERNARD;9, rue Robert Garnier;48.186163,0.653844
Banque Populaire;10207;Banque Populaire Rives de Paris;00006;ARPAJON;24, bd Jean Jaurès;48.587421,2.245981
Banque Populaire;10207;Banque Populaire Rives de Paris;00010;MONTLHERY;22, rte d'Orléans;48.639639,2.268218
Banque Populaire;18707;Banque Populaire Val de France;00055;LE PERRAY EN YVELINES;96, rue de Paris;48.69447,1.853925
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00046;VIUZ EN SALLAZ;304, allée du Commerce;46.141725,6.402202
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00047;BELLEY;7, bd du Mail;45.760875,5.688074
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00048;PAYS DE GEX DIVONNE LES BAINS;27, Grande Rue;46.355629,6.138759
Banque Populaire;13807;Banque Populaire Grand Ouest;00749;SILLE LE GUILLAUME;Pl de l'Hôtel de Ville;48.194528,-0.127543
Banque Populaire;10207;Banque Populaire Rives de Paris;00011;VITRY SUR SEINE EGLISE;131, ave Paul Vaillant Couturier;48.792815,2.395541
Banque Populaire;18707;Banque Populaire Val de France;00060;MEULAN EN YVELINES;51, rue du Maréchal Foch;49.005249,1.907896
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00054;PAYS DE GEX FERNEY VOLTAIRE;Centre d'Aumard;46.255455,6.108245
Banque Populaire;13807;Banque Populaire Grand Ouest;00581;COMBOURG;3, pl Saint Gilduin;48.410774,-1.748947
Banque Populaire;13807;Banque Populaire Grand Ouest;00602;BRICQUEBEC;2, rue Armand Le Véel;49.470357,-1.633545
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00056;PAYS DE GEX ST GENIS POUILLY;Pl de la Fontaine;46.241445,6.01762
Banque Populaire;10207;Banque Populaire Rives de Paris;00023;PARIS PLAISANCE;47, rue de Gergovie;48.832844,2.316487
Banque Populaire;18707;Banque Populaire Val de France;00073;LA QUEUE LES YVELINES;25, rue Nationale;48.805585,1.769005
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00064;SAINT PIERRE D'ALBIGNY;Pl Charles Albert;45.56928,6.154352
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00066;TARENTAISE AIME LA PLAGNE;25, rue Saint Martin;45.555731,6.649473
Banque Populaire;10207;Banque Populaire Rives de Paris;00027;MASSY;1, rue des Canadiens;48.733101,2.286691
Banque Populaire;18707;Banque Populaire Val de France;00075;BONNEVAL;1, rue Hérisson;48.180826,1.386742
Banque Populaire;18707;Banque Populaire Val de France;00077;GARCHES;17-21, avenue Joffre;48.839845,2.185696
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00070;SALLANCHES CENTRE;282, pl Ch Albert;45.935991,6.632278
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00071;CHAMONIX;42, ave Michel Croz;45.923504,6.870326
Banque Populaire;10207;Banque Populaire Rives de Paris;00032;RIS ORANGIS;40, ave de la Libération;48.65159,2.413772
Banque Populaire;18707;Banque Populaire Val de France;00124;LE CHESNAY ENTREPRISES;18, ave Dutartre;48.828619,2.120316
Banque Populaire;18707;Banque Populaire Val de France;00125;SAINT QUENTIN EN YVELINES ENTREPRISES;9, avenue Newton;48.791631,2.046051
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00073;MONT BLANC ST GERVAIS LES BAINS;32, rue de la Comtesse;45.891979,6.711825
Banque Populaire;10207;Banque Populaire Rives de Paris;00035;PARIS GRENELLE;60, bd de Grenelle;48.851916,2.285457
Banque Populaire;10207;Banque Populaire Rives de Paris;00040;ATHIS MONS;101, rue François Mitterrand;48.705518,2.371379
Banque Populaire;18707;Banque Populaire Val de France;00138;TRIEL SUR SEINE;190-192, rue Paul Doumer;48.980774,2.003488
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00080;AGENCE ENTREPRISES CHAMBERY;134,rue Paulette Besson;45.569729,5.934703
Banque Populaire;10207;Banque Populaire Rives de Paris;00041;PARIS NOTRE DAME;54-56, bd Saint Germain;48.850017,2.349436
Banque Populaire;18707;Banque Populaire Val de France;00210;GIEN;1, ave du Maréchal Leclerc;47.68437,2.632344
Banque Populaire;18707;Banque Populaire Val de France;00212;INGRE;8, pl de la Mairie;47.919787,1.828586
Banque Populaire;18707;Banque Populaire Val de France;00213;AMILLY;580, rue Saint Firmin;47.977598,2.736862
Banque Populaire;18707;Banque Populaire Val de France;00231;ORLEANS CHATELET;44, pl du Châtelet;47.899447,1.905748
Banque Populaire;18707;Banque Populaire Val de France;00232;OLIVET ARTOIS;183, rue d'Artois;47.843549,1.91596
Banque Populaire;18707;Banque Populaire Val de France;00235;OLIVET;586, rue Marcel Belot;47.862516,1.90025
Banque Populaire;13807;Banque Populaire Grand Ouest;00754;LE MANS LE RIBAY;57, bd Georges Méliès;48.01406,0.161494
Banque Populaire;13807;Banque Populaire Grand Ouest;00702;BETTON;1, ave de la Haye Renaud;48.180791,-1.635789
Banque Populaire;13807;Banque Populaire Grand Ouest;00724;ST GREGOIRE;1, rue de la Duchesse Anne;48.152063,-1.685601
Banque Populaire;10207;Banque Populaire Rives de Paris;00050;VERRIERES LE BUISSON;14, rue de Paron;48.746945,2.266359
Banque Populaire;10207;Banque Populaire Rives de Paris;00053;ST CHERON;2, rue Bouillon Lagrange;48.553793,2.124056
Banque Populaire;18707;Banque Populaire Val de France;00250;BEAUGENCY;13-15, pl du Martroi;47.776781,1.630345
Banque Populaire;18707;Banque Populaire Val de France;00280;ORLEANS DAUPHINE;3 bis-5, rte d'Olivet;47.887298,1.905191
Banque Populaire;18707;Banque Populaire Val de France;00300;ROMORANTIN LANTHENAY;39, rue Georges Clemenceau;47.35938,1.744383
Banque Populaire;10207;Banque Populaire Rives de Paris;00057;VITRY SUR SEINE STALINGRAD;28, ave Eugène Pelletan;48.794151,2.385365
Banque Populaire;10207;Banque Populaire Rives de Paris;00059;LIMOURS;Ctre Cial des Arcades;48.645515,2.066332
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00108;PORTES DE DROME SAINT VALLIER;55, rue du Président Wilson;45.179493,4.813976
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00109;TOURNON;Pl Carnot;45.064545,4.835689
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00111;LIVRON SUR DROME;2, ave Albert Mazade;44.773148,4.84402
Banque Populaire;13807;Banque Populaire Grand Ouest;00770;ST BERTHEVIN;10, rue Flandres Dunkerque;48.06953,-0.832235
Banque Populaire;10207;Banque Populaire Rives de Paris;00063;VIRY CHATILLON;12, rue Alexandre Dumas;48.670931,2.375744
Banque Populaire;10207;Banque Populaire Rives de Paris;00064;BRUNOY;3, pl Saint Médard;48.69791,2.502517
Banque Populaire;18707;Banque Populaire Val de France;00410;PITHIVIERS;11, rue de la Couronne;48.172816,2.255109
Banque Populaire;18707;Banque Populaire Val de France;00435;LA CHAPELLE ST MESMIN;7 bis, rue Nationale;47.889217,1.835928
Banque Populaire;18707;Banque Populaire Val de France;00450;CHALETTE SUR LOING;Pl Marin La Meslée;48.006555,2.73907
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00113;PAYS VOIRONNAIS VOIRON CENTRE;43, rue du Mail;45.363089,5.591385
Banque Populaire;13807;Banque Populaire Grand Ouest;00772;ALENCON MONTSORT;11, Avenue du Général Leclerc;48.422536,0.089794
Banque Populaire;13807;Banque Populaire Grand Ouest;00713;PACE;2, ave Charles Le Goffic;48.15001,-1.77782
Banque Populaire;10207;Banque Populaire Rives de Paris;00066;PARIS ST GERMAIN BANQUE PRIVEE;260, bd St Germain;48.858939,2.322978
Banque Populaire;18707;Banque Populaire Val de France;00510;VIERZON;3, ave Pierre Semard;47.225264,2.061278
Banque Populaire;18707;Banque Populaire Val de France;00512;AUBIGNY SUR NERE;15, rue du Charbon;47.489239,2.439402
Banque Populaire;10207;Banque Populaire Rives de Paris;00070;VANVES;2, rue de la République;48.821773,2.285297
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00129;BELLEDONNE DOMENE;6-8, pl Matussière;45.201332,5.840025
Banque Populaire;13807;Banque Populaire Grand Ouest;00706;GUICHEN;56, rue du Général Leclerc;47.966372,-1.796832
Banque Populaire;10207;Banque Populaire Rives de Paris;00076;PARIS VAUGIRARD;279, rue de Vaugirard;48.839612,2.301724
Banque Populaire;10207;Banque Populaire Rives de Paris;00078;FONTENAY AUX ROSES;91, rue Boucicaut;48.792032,2.285665
Banque Populaire;18707;Banque Populaire Val de France;00541;VATAN;14, pl de la République;47.071045,1.809601
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00134;BRIANCONNAIS BRIANCON;20, ave Maurice Petsche;44.895947,6.633136
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00137;LA MURE;19, ave Chion Ducollet;44.904954,5.787177
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00138;GRENOBLE CENTRE NOTRE DAME;3, pl Notre Dame;45.19285,5.73134
Banque Populaire;13807;Banque Populaire Grand Ouest;00541;GUINGAMP;24, rue Saint Nicolas;48.559231,-3.147009
Banque Populaire;10207;Banque Populaire Rives de Paris;00082;ST MICHEL SUR ORGE;28, rue de Montlhéry;48.634273,2.301813
Banque Populaire;10207;Banque Populaire Rives de Paris;00085;PARIS SEVRES DUROC;66, rue de Sèvres;48.847912,2.319291
Banque Populaire;10207;Banque Populaire Rives de Paris;00086;RUNGIS VILLE;2, pl Louis XIII;48.75105,2.345588
Banque Populaire;18707;Banque Populaire Val de France;00573;BOURGES GOULEVENTS;102, ave Marcel Haegelen;47.07132,2.378091
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00140;VALENTINOIS SAINT PERAY;2, rue Denis Papin;44.944234,4.858236
Banque Populaire;10207;Banque Populaire Rives de Paris;00088;YERRES;1, rue du Maréchal Juin;48.71127,2.486587
Banque Populaire;10207;Banque Populaire Rives de Paris;00091;ARCUEIL;9-11, ave Laplace;48.807217,2.334948
Banque Populaire;18707;Banque Populaire Val de France;00580;BOURGES ENTREPRISES CHER;9, rue Pierre Latécoère;47.062929,2.368797
